SiteNum,SitetName,VegSP,שכיחויות_מלל,אנדמיות_מלל,מוגן,תפוצה פיטוגיאוגרפית (דנין),סטטוס,מספר אדום,אדום,Notes,index
5,"שדרות צה""ל",ארכובית שבטבטית,נפוץ,,,ים-תיכוני - אירנו-טורני,,,,,39
6,כתף באר שבע,ארכובית שבטבטית,נפוץ,,,ים-תיכוני - אירנו-טורני,,,,,39
9,נחל באר שבע מזרח,ארכובית שבטבטית,נפוץ,,,ים-תיכוני - אירנו-טורני,,,,,39
11,פארק נחל באר שבע,ארכובית שבטבטית,נפוץ,,,ים-תיכוני - אירנו-טורני,,,,,39
12,עמק שרה,ארכובית שבטבטית,נפוץ,,,ים-תיכוני - אירנו-טורני,,,,,39
13,עמק שרה דרום,ארכובית שבטבטית,נפוץ,,,ים-תיכוני - אירנו-טורני,,,,,39
14,נחל בקע עליון,ארכובית שבטבטית,נפוץ,,,ים-תיכוני - אירנו-טורני,,,,,39
16,נחל בקע תחתון,ארכובית שבטבטית,נפוץ,,,ים-תיכוני - אירנו-טורני,,,,,39
19,רמת שעירים,ארכובית שבטבטית,נפוץ,,,ים-תיכוני - אירנו-טורני,,,,,39
21,מורד נחל באר שבע,ארכובית שבטבטית,נפוץ,,,ים-תיכוני - אירנו-טורני,,,,,39
27,נחל חצרים עליון,ארכובית שבטבטית,נפוץ,,,ים-תיכוני - אירנו-טורני,,,,,39
30,פארק יעלים (גן גדולי ישראל),ארכובית שבטבטית,נפוץ,,,ים-תיכוני - אירנו-טורני,,,,,39
31,איצטדיון וסרמיל (גן אלזה),ארכובית שבטבטית,נפוץ,,,ים-תיכוני - אירנו-טורני,,,,,39
32,הקניון הקבור,ארכובית שבטבטית,נפוץ,,,ים-תיכוני - אירנו-טורני,,,,,39
33,גן שני אליהו,ארכובית שבטבטית,נפוץ,,,ים-תיכוני - אירנו-טורני,,,,,39
34,סובב כפר רפאל,ארכובית שבטבטית,נפוץ,,,ים-תיכוני - אירנו-טורני,,,,,39
35,פארק הדסה,ארכובית שבטבטית,נפוץ,,,ים-תיכוני - אירנו-טורני,,,,,39
39,נחל סוללים תיכון,ארכובית שבטבטית,נפוץ,,,ים-תיכוני - אירנו-טורני,,,,,39
40,נחל סוללים תחתון,ארכובית שבטבטית,נפוץ,,,ים-תיכוני - אירנו-טורני,,,,,39
41,שדות נחל כובשים,ארכובית שבטבטית,נפוץ,,,ים-תיכוני - אירנו-טורני,,,,,39
42,מעלה נחל כובשים,ארכובית שבטבטית,נפוץ,,,ים-תיכוני - אירנו-טורני,,,,,39
45,רמת הבסיס הנטוש,ארכובית שבטבטית,נפוץ,,,ים-תיכוני - אירנו-טורני,,,,,39
46,יובלי נחל עשן,ארכובית שבטבטית,נפוץ,,,ים-תיכוני - אירנו-טורני,,,,,39
47,קניון נחל עשן,ארכובית שבטבטית,נפוץ,,,ים-תיכוני - אירנו-טורני,,,,,39
48,יער נחל עשן מערב,ארכובית שבטבטית,נפוץ,,,ים-תיכוני - אירנו-טורני,,,,,39
55,בתי הקברות הישנים,ארכובית שבטבטית,נפוץ,,,ים-תיכוני - אירנו-טורני,,,,,39
38,נחל סוללים עליון,ארכובית צפופה,נדיר למדי,,,אירנו-טורני,,,,,38
39,נחל סוללים תיכון,ארכובית צפופה,נדיר למדי,,,אירנו-טורני,,,,,38
33,גן שני אליהו,ארכובית הציפורים,מצוי,,,רב-אזורי - טרופי,,,,,37
38,נחל סוללים עליון,ארכובית הציפורים,מצוי,,,רב-אזורי - טרופי,,,,,37
57,תחנת הרכבת הטורקית,ארכובית הציפורים,מצוי,,,רב-אזורי - טרופי,,,,,37
58,גן וינגייט,ארכובית הציפורים,מצוי,,,רב-אזורי - טרופי,,,,,37
9,נחל באר שבע מזרח,ארכובית הכתמים,תדיר,,,ים-תיכוני - אירו-סיבירי,,,,,36
55,בתי הקברות הישנים,ארבע-כנפות מצויות,תדיר,,,ים-תיכוני,,,,,35
9,נחל באר שבע מזרח,אפזרית דו-אבקנית,נפוץ,,,ים-תיכוני - אירנו-טורני - סהרו-ערבי,,,,,34
11,פארק נחל באר שבע,אפזרית דו-אבקנית,נפוץ,,,ים-תיכוני - אירנו-טורני - סהרו-ערבי,,,,,34
13,עמק שרה דרום,אפזרית דו-אבקנית,נפוץ,,,ים-תיכוני - אירנו-טורני - סהרו-ערבי,,,,,34
14,נחל בקע עליון,אפזרית דו-אבקנית,נפוץ,,,ים-תיכוני - אירנו-טורני - סהרו-ערבי,,,,,34
38,נחל סוללים עליון,אפזרית דו-אבקנית,נפוץ,,,ים-תיכוני - אירנו-טורני - סהרו-ערבי,,,,,34
39,נחל סוללים תיכון,אפזרית דו-אבקנית,נפוץ,,,ים-תיכוני - אירנו-טורני - סהרו-ערבי,,,,,34
40,נחל סוללים תחתון,אפזרית דו-אבקנית,נפוץ,,,ים-תיכוני - אירנו-טורני - סהרו-ערבי,,,,,34
44,מורדות הבסיס הנטוש,אפזרית דו-אבקנית,נפוץ,,,ים-תיכוני - אירנו-טורני - סהרו-ערבי,,,,,34
1,גבעות גורל,אפון מצוי,מצוי,,,ים-תיכוני,,,,,33
14,נחל בקע עליון,אסתר מרצעני,מצוי,,,אמריקני,,,,,32
32,הקניון הקבור,אסתר מרצעני,מצוי,,,אמריקני,,,,,32
35,פארק הדסה,אסתר מרצעני,מצוי,,,אמריקני,,,,,32
42,מעלה נחל כובשים,אסתר מרצעני,מצוי,,,אמריקני,,,,,32
1,גבעות גורל,אספרג ארוך-עלים,מצוי,,,ים-תיכוני - סהרו-ערבי,,,,,31
2,יער דודאים,אספרג ארוך-עלים,מצוי,,,ים-תיכוני - סהרו-ערבי,,,,,31
3,רמות מערב,אספרג ארוך-עלים,מצוי,,,ים-תיכוני - סהרו-ערבי,,,,,31
6,כתף באר שבע,אספרג ארוך-עלים,מצוי,,,ים-תיכוני - סהרו-ערבי,,,,,31
42,מעלה נחל כובשים,אספרג ארוך-עלים,מצוי,,,ים-תיכוני - סהרו-ערבי,,,,,31
45,רמת הבסיס הנטוש,אספרג ארוך-עלים,מצוי,,,ים-תיכוני - סהרו-ערבי,,,,,31
46,יובלי נחל עשן,אספרג ארוך-עלים,מצוי,,,ים-תיכוני - סהרו-ערבי,,,,,31
47,קניון נחל עשן,אספרג ארוך-עלים,מצוי,,,ים-תיכוני - סהרו-ערבי,,,,,31
50,יער מעלה נחל עשן,אספרג ארוך-עלים,מצוי,,,ים-תיכוני - סהרו-ערבי,,,,,31
51,שדות אגן פטיש,אספרג ארוך-עלים,מצוי,,,ים-תיכוני - סהרו-ערבי,,,,,31
52,קניון נחל פטיש,אספרג ארוך-עלים,מצוי,,,ים-תיכוני - סהרו-ערבי,,,,,31
40,נחל סוללים תחתון,אספסת תרבותית,תדיר,,,אירו-סיבירי - ים-תיכוני - אירנו-טורני,,,,,30
18,גבעות חבלנים,אספסת קטנה,תדיר,,,ים-תיכוני - אירו-סיבירי,,,,,29
52,קניון נחל פטיש,אספסת קטנה,תדיר,,,ים-תיכוני - אירו-סיבירי,,,,,29
1,גבעות גורל,אספסת קטועה,מצוי,,,ים-תיכוני,,,,,28
4,נחל כובשים עליון,אספסת קטועה,מצוי,,,ים-תיכוני,,,,,28
6,כתף באר שבע,אספסת קטועה,מצוי,,,ים-תיכוני,,,,,28
18,גבעות חבלנים,אספסת קטועה,מצוי,,,ים-תיכוני,,,,,28
20,"נחל ב""ש - שוליים דרום מערביים",אספסת קטועה,מצוי,,,ים-תיכוני,,,,,28
48,יער נחל עשן מערב,אספסת קטועה,מצוי,,,ים-תיכוני,,,,,28
49,נחל עשן מערב,אספסת קטועה,מצוי,,,ים-תיכוני,,,,,28
52,קניון נחל פטיש,אספסת קטועה,מצוי,,,ים-תיכוני,,,,,28
14,נחל בקע עליון,אספסת מצויה,נפוץ,,,אירו-סיבירי - ים-תיכוני - אירנו-טורני,,,,,27
19,רמת שעירים,אספסת מצויה,נפוץ,,,אירו-סיבירי - ים-תיכוני - אירנו-טורני,,,,,27
33,גן שני אליהו,אספסת מצויה,נפוץ,,,אירו-סיבירי - ים-תיכוני - אירנו-טורני,,,,,27
56,בית הקברות הצבאי הבריטי,אספסת מצויה,נפוץ,,,אירו-סיבירי - ים-תיכוני - אירנו-טורני,,,,,27
1,גבעות גורל,אספסת מפוצלת,נפוץ,,,סהרו-ערבי,,,,,26
4,נחל כובשים עליון,אספסת מפוצלת,נפוץ,,,סהרו-ערבי,,,,,26
10,תל באר שבע,אספסת מפוצלת,נפוץ,,,סהרו-ערבי,,,,,26
13,עמק שרה דרום,אספסת מפוצלת,נפוץ,,,סהרו-ערבי,,,,,26
18,גבעות חבלנים,אספסת מפוצלת,נפוץ,,,סהרו-ערבי,,,,,26
39,נחל סוללים תיכון,אספסת מפוצלת,נפוץ,,,סהרו-ערבי,,,,,26
44,מורדות הבסיס הנטוש,אספסת מפוצלת,נפוץ,,,סהרו-ערבי,,,,,26
52,קניון נחל פטיש,אספסת מפוצלת,נפוץ,,,סהרו-ערבי,,,,,26
33,גן שני אליהו,אספסת זעירה,נדיר למדי,,,אירו-סיבירי - ים-תיכוני - אירנו-טורני,,,,,25
38,נחל סוללים עליון,אספסת זעירה,נדיר למדי,,,אירו-סיבירי - ים-תיכוני - אירנו-טורני,,,,,25
56,בית הקברות הצבאי הבריטי,אספסת זעירה,נדיר למדי,,,אירו-סיבירי - ים-תיכוני - אירנו-טורני,,,,,25
28,גבעות פארק באר שבע,אספסת הכתרים,מצוי,,,ים-תיכוני,,,,,24
41,שדות נחל כובשים,אמיתה גדולה,נפוץ,,,ים-תיכוני,,,,,23
43,מורדות נחלי עשן - כובשים,אמיתה גדולה,נפוץ,,,ים-תיכוני,,,,,23
45,רמת הבסיס הנטוש,אמיתה גדולה,נפוץ,,,ים-תיכוני,,,,,23
46,יובלי נחל עשן,אמיתה גדולה,נפוץ,,,ים-תיכוני,,,,,23
1,גבעות גורל,אמיך קוצני,נפוץ,,,ים-תיכוני,,,,,22
2,יער דודאים,אמיך קוצני,נפוץ,,,ים-תיכוני,,,,,22
5,"שדרות צה""ל",אמיך קוצני,נפוץ,,,ים-תיכוני,,,,,22
9,נחל באר שבע מזרח,אמיך קוצני,נפוץ,,,ים-תיכוני,,,,,22
10,תל באר שבע,אמיך קוצני,נפוץ,,,ים-תיכוני,,,,,22
11,פארק נחל באר שבע,אמיך קוצני,נפוץ,,,ים-תיכוני,,,,,22
13,עמק שרה דרום,אמיך קוצני,נפוץ,,,ים-תיכוני,,,,,22
14,נחל בקע עליון,אמיך קוצני,נפוץ,,,ים-תיכוני,,,,,22
16,נחל בקע תחתון,אמיך קוצני,נפוץ,,,ים-תיכוני,,,,,22
17,שכונת נחל בקע מערב,אמיך קוצני,נפוץ,,,ים-תיכוני,,,,,22
18,גבעות חבלנים,אמיך קוצני,נפוץ,,,ים-תיכוני,,,,,22
19,רמת שעירים,אמיך קוצני,נפוץ,,,ים-תיכוני,,,,,22
20,"נחל ב""ש - שוליים דרום מערביים",אמיך קוצני,נפוץ,,,ים-תיכוני,,,,,22
21,מורד נחל באר שבע,אמיך קוצני,נפוץ,,,ים-תיכוני,,,,,22
22,בתרונות נאות אילן,אמיך קוצני,נפוץ,,,ים-תיכוני,,,,,22
24,שדות חצרים,אמיך קוצני,נפוץ,,,ים-תיכוני,,,,,22
29,חורשת לון,אמיך קוצני,נפוץ,,,ים-תיכוני,,,,,22
31,איצטדיון וסרמיל (גן אלזה),אמיך קוצני,נפוץ,,,ים-תיכוני,,,,,22
40,נחל סוללים תחתון,אמיך קוצני,נפוץ,,,ים-תיכוני,,,,,22
42,מעלה נחל כובשים,אמיך קוצני,נפוץ,,,ים-תיכוני,,,,,22
47,קניון נחל עשן,אמיך קוצני,נפוץ,,,ים-תיכוני,,,,,22
49,נחל עשן מערב,אמיך קוצני,נפוץ,,,ים-תיכוני,,,,,22
52,קניון נחל פטיש,אמיך קוצני,נפוץ,,,ים-תיכוני,,,,,22
53,בית קברות בדווי,אמיך קוצני,נפוץ,,,ים-תיכוני,,,,,22
55,בתי הקברות הישנים,אמיך קוצני,נפוץ,,,ים-תיכוני,,,,,22
56,בית הקברות הצבאי הבריטי,אמיך קוצני,נפוץ,,,ים-תיכוני,,,,,22
3,רמות מערב,אלת המסטיק,נפוץ,,,ים-תיכוני,,,,,21
33,גן שני אליהו,אלת המסטיק,נפוץ,,,ים-תיכוני,,,,,21
