SiteNum,SitetName,VegSP,שכיחויות_מלל,אנדמיות_מלל,מוגן,תפוצה פיטוגיאוגרפית (דנין),סטטוס,מספר אדום,אדום,Notes,index
21,מורד נחל באר שבע,מוצנית קטנת-פרחים,מצוי,,,סהרו-ערבי,,,,,244
22,בתרונות נאות אילן,מוצנית קטנת-פרחים,מצוי,,,סהרו-ערבי,,,,,244
24,שדות חצרים,מוצנית קטנת-פרחים,מצוי,,,סהרו-ערבי,,,,,244
2,יער דודאים,מנתור המדבר,נפוץ,,,סהרו-ערבי,,,,,262
41,שדות נחל כובשים,מנתור המדבר,נפוץ,,,סהרו-ערבי,,,,,262
42,מעלה נחל כובשים,מנתור המדבר,נפוץ,,,סהרו-ערבי,,,,,262
9,נחל באר שבע מזרח,מלקולמייה אפריקנית,תדיר,,,אירנו-טורני - סהרו-ערבי,,,,,261
27,נחל חצרים עליון,מוצנית קטנת-פרחים,מצוי,,,סהרו-ערבי,,,,,244
34,סובב כפר רפאל,מוצנית קטנת-פרחים,מצוי,,,סהרו-ערבי,,,,,244
42,מעלה נחל כובשים,מוצנית קטנת-פרחים,מצוי,,,סהרו-ערבי,,,,,244
43,מורדות נחלי עשן - כובשים,מוצנית קטנת-פרחים,מצוי,,,סהרו-ערבי,,,,,244
46,יובלי נחל עשן,מוצנית קטנת-פרחים,מצוי,,,סהרו-ערבי,,,,,244
47,קניון נחל עשן,מוצנית קטנת-פרחים,מצוי,,,סהרו-ערבי,,,,,244
51,שדות אגן פטיש,מוצנית קטנת-פרחים,מצוי,,,סהרו-ערבי,,,,,244
52,קניון נחל פטיש,מוצנית קטנת-פרחים,מצוי,,,סהרו-ערבי,,,,,244
13,עמק שרה דרום,מחטנית משובלת,מצוי,,,סהרו-ערבי,,,,,245
18,גבעות חבלנים,מחטנית משובלת,מצוי,,,סהרו-ערבי,,,,,245
19,רמת שעירים,מחטנית משובלת,מצוי,,,סהרו-ערבי,,,,,245
2,יער דודאים,מלעניאל מצוי,נפוץ,,,אירנו-טורני - סהרו-ערבי,,,,,258
3,רמות מערב,מלעניאל מצוי,נפוץ,,,אירנו-טורני - סהרו-ערבי,,,,,258
4,נחל כובשים עליון,מלעניאל מצוי,נפוץ,,,אירנו-טורני - סהרו-ערבי,,,,,258
5,"שדרות צה""ל",מלעניאל מצוי,נפוץ,,,אירנו-טורני - סהרו-ערבי,,,,,258
6,כתף באר שבע,מלעניאל מצוי,נפוץ,,,אירנו-טורני - סהרו-ערבי,,,,,258
8,בית הלוחם,מלעניאל מצוי,נפוץ,,,אירנו-טורני - סהרו-ערבי,,,,,258
10,תל באר שבע,מלעניאל מצוי,נפוץ,,,אירנו-טורני - סהרו-ערבי,,,,,258
13,עמק שרה דרום,מלעניאל מצוי,נפוץ,,,אירנו-טורני - סהרו-ערבי,,,,,258
17,שכונת נחל בקע מערב,מלעניאל מצוי,נפוץ,,,אירנו-טורני - סהרו-ערבי,,,,,258
18,גבעות חבלנים,מלעניאל מצוי,נפוץ,,,אירנו-טורני - סהרו-ערבי,,,,,258
20,"נחל ב""ש - שוליים דרום מערביים",מלעניאל מצוי,נפוץ,,,אירנו-טורני - סהרו-ערבי,,,,,258
22,בתרונות נאות אילן,מלעניאל מצוי,נפוץ,,,אירנו-טורני - סהרו-ערבי,,,,,258
24,שדות חצרים,מלעניאל מצוי,נפוץ,,,אירנו-טורני - סהרו-ערבי,,,,,258
26,רזרבה קרקעית לבתי הקברות,מלעניאל מצוי,נפוץ,,,אירנו-טורני - סהרו-ערבי,,,,,258
27,נחל חצרים עליון,מלעניאל מצוי,נפוץ,,,אירנו-טורני - סהרו-ערבי,,,,,258
28,גבעות פארק באר שבע,מלעניאל מצוי,נפוץ,,,אירנו-טורני - סהרו-ערבי,,,,,258
29,חורשת לון,מלעניאל מצוי,נפוץ,,,אירנו-טורני - סהרו-ערבי,,,,,258
31,איצטדיון וסרמיל (גן אלזה),מלעניאל מצוי,נפוץ,,,אירנו-טורני - סהרו-ערבי,,,,,258
32,הקניון הקבור,מלעניאל מצוי,נפוץ,,,אירנו-טורני - סהרו-ערבי,,,,,258
34,סובב כפר רפאל,מלעניאל מצוי,נפוץ,,,אירנו-טורני - סהרו-ערבי,,,,,258
35,פארק הדסה,מלעניאל מצוי,נפוץ,,,אירנו-טורני - סהרו-ערבי,,,,,258
37,נחל עולים תחתון,מלעניאל מצוי,נפוץ,,,אירנו-טורני - סהרו-ערבי,,,,,258
39,נחל סוללים תיכון,מלעניאל מצוי,נפוץ,,,אירנו-טורני - סהרו-ערבי,,,,,258
40,נחל סוללים תחתון,מלעניאל מצוי,נפוץ,,,אירנו-טורני - סהרו-ערבי,,,,,258
41,שדות נחל כובשים,מלעניאל מצוי,נפוץ,,,אירנו-טורני - סהרו-ערבי,,,,,258
26,רזרבה קרקעית לבתי הקברות,מלעניאל ארוך,נדיר,,,ים-תיכוני - אירנו-טורני,,,,,257
32,הקניון הקבור,מלעניאל ארוך,נדיר,,,ים-תיכוני - אירנו-טורני,,,,,257
46,יובלי נחל עשן,מלעניאל ארוך,נדיר,,,ים-תיכוני - אירנו-טורני,,,,,257
49,נחל עשן מערב,מלעניאל ארוך,נדיר,,,ים-תיכוני - אירנו-טורני,,,,,257
6,כתף באר שבע,מלחית מבאישה,נדיר למדי,,,סודני,,,,,256
31,איצטדיון וסרמיל (גן אלזה),מלחית מבאישה,נדיר למדי,,,סודני,,,,,256
1,גבעות גורל,מלחית חומה,נפוץ,,,סהרו-ערבי,,,,,255
2,יער דודאים,מלחית חומה,נפוץ,,,סהרו-ערבי,,,,,255
3,רמות מערב,מלחית חומה,נפוץ,,,סהרו-ערבי,,,,,255
5,"שדרות צה""ל",מלחית חומה,נפוץ,,,סהרו-ערבי,,,,,255
6,כתף באר שבע,מלחית חומה,נפוץ,,,סהרו-ערבי,,,,,255
9,נחל באר שבע מזרח,מלחית חומה,נפוץ,,,סהרו-ערבי,,,,,255
10,תל באר שבע,מלחית חומה,נפוץ,,,סהרו-ערבי,,,,,255
11,פארק נחל באר שבע,מלחית חומה,נפוץ,,,סהרו-ערבי,,,,,255
12,עמק שרה,מלחית חומה,נפוץ,,,סהרו-ערבי,,,,,255
13,עמק שרה דרום,מלחית חומה,נפוץ,,,סהרו-ערבי,,,,,255
14,נחל בקע עליון,מלחית חומה,נפוץ,,,סהרו-ערבי,,,,,255
17,שכונת נחל בקע מערב,מלחית חומה,נפוץ,,,סהרו-ערבי,,,,,255
18,גבעות חבלנים,מלחית חומה,נפוץ,,,סהרו-ערבי,,,,,255
19,רמת שעירים,מלחית חומה,נפוץ,,,סהרו-ערבי,,,,,255
20,"נחל ב""ש - שוליים דרום מערביים",מלחית חומה,נפוץ,,,סהרו-ערבי,,,,,255
26,רזרבה קרקעית לבתי הקברות,מלחית חומה,נפוץ,,,סהרו-ערבי,,,,,255
27,נחל חצרים עליון,מלחית חומה,נפוץ,,,סהרו-ערבי,,,,,255
28,גבעות פארק באר שבע,מלחית חומה,נפוץ,,,סהרו-ערבי,,,,,255
31,איצטדיון וסרמיל (גן אלזה),מלחית חומה,נפוץ,,,סהרו-ערבי,,,,,255
32,הקניון הקבור,מלחית חומה,נפוץ,,,סהרו-ערבי,,,,,255
34,סובב כפר רפאל,מלחית חומה,נפוץ,,,סהרו-ערבי,,,,,255
39,נחל סוללים תיכון,מלחית חומה,נפוץ,,,סהרו-ערבי,,,,,255
40,נחל סוללים תחתון,מלחית חומה,נפוץ,,,סהרו-ערבי,,,,,255
42,מעלה נחל כובשים,מלחית חומה,נפוץ,,,סהרו-ערבי,,,,,255
45,רמת הבסיס הנטוש,מלחית חומה,נפוץ,,,סהרו-ערבי,,,,,255
46,יובלי נחל עשן,מלחית חומה,נפוץ,,,סהרו-ערבי,,,,,255
51,שדות אגן פטיש,מלחית חומה,נפוץ,,,סהרו-ערבי,,,,,255
54,גן הקומנדו הצרפתי,מלחית חומה,נפוץ,,,סהרו-ערבי,,,,,255
55,בתי הקברות הישנים,מלחית חומה,נפוץ,,,סהרו-ערבי,,,,,255
56,בית הקברות הצבאי הבריטי,מלחית חומה,נפוץ,,,סהרו-ערבי,,,,,255
1,גבעות גורל,מלחית אשלגנית,מצוי,,,רב-אזורי - טרופי,,,,,254
2,יער דודאים,מלחית אשלגנית,מצוי,,,רב-אזורי - טרופי,,,,,254
3,רמות מערב,מלחית אשלגנית,מצוי,,,רב-אזורי - טרופי,,,,,254
41,שדות נחל כובשים,מלחית אשלגנית,מצוי,,,רב-אזורי - טרופי,,,,,254
46,יובלי נחל עשן,מלחית אשלגנית,מצוי,,,רב-אזורי - טרופי,,,,,254
1,גבעות גורל,מלחית אשונה,נפוץ,,,אירנו-טורני - סהרו-ערבי,,,,,253
3,רמות מערב,מלחית אשונה,נפוץ,,,אירנו-טורני - סהרו-ערבי,,,,,253
4,נחל כובשים עליון,מלחית אשונה,נפוץ,,,אירנו-טורני - סהרו-ערבי,,,,,253
5,"שדרות צה""ל",מלחית אשונה,נפוץ,,,אירנו-טורני - סהרו-ערבי,,,,,253
8,בית הלוחם,מלחית אשונה,נפוץ,,,אירנו-טורני - סהרו-ערבי,,,,,253
9,נחל באר שבע מזרח,מלחית אשונה,נפוץ,,,אירנו-טורני - סהרו-ערבי,,,,,253
10,תל באר שבע,מלחית אשונה,נפוץ,,,אירנו-טורני - סהרו-ערבי,,,,,253
11,פארק נחל באר שבע,מלחית אשונה,נפוץ,,,אירנו-טורני - סהרו-ערבי,,,,,253
16,נחל בקע תחתון,מלחית אשונה,נפוץ,,,אירנו-טורני - סהרו-ערבי,,,,,253
29,חורשת לון,מלחית אשונה,נפוץ,,,אירנו-טורני - סהרו-ערבי,,,,,253
31,איצטדיון וסרמיל (גן אלזה),מלחית אשונה,נפוץ,,,אירנו-טורני - סהרו-ערבי,,,,,253
32,הקניון הקבור,מלחית אשונה,נפוץ,,,אירנו-טורני - סהרו-ערבי,,,,,253
35,פארק הדסה,מלחית אשונה,נפוץ,,,אירנו-טורני - סהרו-ערבי,,,,,253
36,כפר רפאל והגן הזואולוגי,מלחית אשונה,נפוץ,,,אירנו-טורני - סהרו-ערבי,,,,,253
40,נחל סוללים תחתון,מלחית אשונה,נפוץ,,,אירנו-טורני - סהרו-ערבי,,,,,253
41,שדות נחל כובשים,מלחית אשונה,נפוץ,,,אירנו-טורני - סהרו-ערבי,,,,,253
42,מעלה נחל כובשים,מלחית אשונה,נפוץ,,,אירנו-טורני - סהרו-ערבי,,,,,253
43,מורדות נחלי עשן - כובשים,מלחית אשונה,נפוץ,,,אירנו-טורני - סהרו-ערבי,,,,,253
46,יובלי נחל עשן,מלחית אשונה,נפוץ,,,אירנו-טורני - סהרו-ערבי,,,,,253
47,קניון נחל עשן,מלחית אשונה,נפוץ,,,אירנו-טורני - סהרו-ערבי,,,,,253
50,יער מעלה נחל עשן,מלחית אשונה,נפוץ,,,אירנו-טורני - סהרו-ערבי,,,,,253
51,שדות אגן פטיש,מלחית אשונה,נפוץ,,,אירנו-טורני - סהרו-ערבי,,,,,253
52,קניון נחל פטיש,מלחית אשונה,נפוץ,,,אירנו-טורני - סהרו-ערבי,,,,,253
53,בית קברות בדווי,מלחית אשונה,נפוץ,,,אירנו-טורני - סהרו-ערבי,,,,,253
54,גן הקומנדו הצרפתי,מלחית אשונה,נפוץ,,,אירנו-טורני - סהרו-ערבי,,,,,253
57,תחנת הרכבת הטורקית,מלחית אשונה,נפוץ,,,אירנו-טורני - סהרו-ערבי,,,,,253
2,יער דודאים,מלוח קיפח,מצוי,,,ים-תיכוני - סהרו-ערבי,,,,,252
3,רמות מערב,מלוח קיפח,מצוי,,,ים-תיכוני - סהרו-ערבי,,,,,252
5,"שדרות צה""ל",מלוח קיפח,מצוי,,,ים-תיכוני - סהרו-ערבי,,,,,252
9,נחל באר שבע מזרח,מלוח קיפח,מצוי,,,ים-תיכוני - סהרו-ערבי,,,,,252
10,תל באר שבע,מלוח קיפח,מצוי,,,ים-תיכוני - סהרו-ערבי,,,,,252
11,פארק נחל באר שבע,מלוח קיפח,מצוי,,,ים-תיכוני - סהרו-ערבי,,,,,252
14,נחל בקע עליון,מלוח קיפח,מצוי,,,ים-תיכוני - סהרו-ערבי,,,,,252
16,נחל בקע תחתון,מלוח קיפח,מצוי,,,ים-תיכוני - סהרו-ערבי,,,,,252
17,שכונת נחל בקע מערב,מלוח קיפח,מצוי,,,ים-תיכוני - סהרו-ערבי,,,,,252
20,"נחל ב""ש - שוליים דרום מערביים",מלוח קיפח,מצוי,,,ים-תיכוני - סהרו-ערבי,,,,,252
21,מורד נחל באר שבע,מלוח קיפח,מצוי,,,ים-תיכוני - סהרו-ערבי,,,,,252
22,בתרונות נאות אילן,מלוח קיפח,מצוי,,,ים-תיכוני - סהרו-ערבי,,,,,252
23,מורדות צפוניים נחל באר שבע,מלוח קיפח,מצוי,,,ים-תיכוני - סהרו-ערבי,,,,,252
24,שדות חצרים,מלוח קיפח,מצוי,,,ים-תיכוני - סהרו-ערבי,,,,,252
26,רזרבה קרקעית לבתי הקברות,מלוח קיפח,מצוי,,,ים-תיכוני - סהרו-ערבי,,,,,252
27,נחל חצרים עליון,מלוח קיפח,מצוי,,,ים-תיכוני - סהרו-ערבי,,,,,252
28,גבעות פארק באר שבע,מלוח קיפח,מצוי,,,ים-תיכוני - סהרו-ערבי,,,,,252
29,חורשת לון,מלוח קיפח,מצוי,,,ים-תיכוני - סהרו-ערבי,,,,,252
31,איצטדיון וסרמיל (גן אלזה),מלוח קיפח,מצוי,,,ים-תיכוני - סהרו-ערבי,,,,,252
32,הקניון הקבור,מלוח קיפח,מצוי,,,ים-תיכוני - סהרו-ערבי,,,,,252
34,סובב כפר רפאל,מלוח קיפח,מצוי,,,ים-תיכוני - סהרו-ערבי,,,,,252
36,כפר רפאל והגן הזואולוגי,מלוח קיפח,מצוי,,,ים-תיכוני - סהרו-ערבי,,,,,252
37,נחל עולים תחתון,מלוח קיפח,מצוי,,,ים-תיכוני - סהרו-ערבי,,,,,252
39,נחל סוללים תיכון,מלוח קיפח,מצוי,,,ים-תיכוני - סהרו-ערבי,,,,,252
40,נחל סוללים תחתון,מלוח קיפח,מצוי,,,ים-תיכוני - סהרו-ערבי,,,,,252
42,מעלה נחל כובשים,מלוח קיפח,מצוי,,,ים-תיכוני - סהרו-ערבי,,,,,252
46,יובלי נחל עשן,מלוח קיפח,מצוי,,,ים-תיכוני - סהרו-ערבי,,,,,252
48,יער נחל עשן מערב,מלוח קיפח,מצוי,,,ים-תיכוני - סהרו-ערבי,,,,,252
49,נחל עשן מערב,מלוח קיפח,מצוי,,,ים-תיכוני - סהרו-ערבי,,,,,252
50,יער מעלה נחל עשן,מלוח קיפח,מצוי,,,ים-תיכוני - סהרו-ערבי,,,,,252
53,בית קברות בדווי,מלוח קיפח,מצוי,,,ים-תיכוני - סהרו-ערבי,,,,,252
54,גן הקומנדו הצרפתי,מלוח קיפח,מצוי,,,ים-תיכוני - סהרו-ערבי,,,,,252
55,בתי הקברות הישנים,מלוח קיפח,מצוי,,,ים-תיכוני - סהרו-ערבי,,,,,252
1,גבעות גורל,מלוח ספוגי,תדיר,,,אוסטרלי,,,,,250
3,רמות מערב,מלוח ספוגי,תדיר,,,אוסטרלי,,,,,250
4,נחל כובשים עליון,מלוח ספוגי,תדיר,,,אוסטרלי,,,,,250
6,כתף באר שבע,מלוח ספוגי,תדיר,,,אוסטרלי,,,,,250
7,בית החולים הוטרינרי,מלוח ספוגי,תדיר,,,אוסטרלי,,,,,250
8,בית הלוחם,מלוח ספוגי,תדיר,,,אוסטרלי,,,,,250
9,נחל באר שבע מזרח,מלוח ספוגי,תדיר,,,אוסטרלי,,,,,250
10,תל באר שבע,מלוח ספוגי,תדיר,,,אוסטרלי,,,,,250
11,פארק נחל באר שבע,מלוח ספוגי,תדיר,,,אוסטרלי,,,,,250
13,עמק שרה דרום,מלוח ספוגי,תדיר,,,אוסטרלי,,,,,250
14,נחל בקע עליון,מלוח ספוגי,תדיר,,,אוסטרלי,,,,,250
21,מורד נחל באר שבע,מלוח ספוגי,תדיר,,,אוסטרלי,,,,,250
22,בתרונות נאות אילן,מלוח ספוגי,תדיר,,,אוסטרלי,,,,,250
32,הקניון הקבור,מלוח ספוגי,תדיר,,,אוסטרלי,,,,,250
38,נחל סוללים עליון,מלוח ספוגי,תדיר,,,אוסטרלי,,,,,250
54,גן הקומנדו הצרפתי,מלוח ספוגי,תדיר,,,אוסטרלי,,,,,250
55,בתי הקברות הישנים,מלוח ספוגי,תדיר,,,אוסטרלי,,,,,250
40,נחל סוללים תחתון,מלוח מפושק,,,,אירו-סיבירי - ים-תיכוני - אירנו-טורני,,,,,249
1,גבעות גורל,מלוח מלבין,מצוי,,,אירנו-טורני - סהרו-ערבי,,,,,248
2,יער דודאים,מלוח מלבין,מצוי,,,אירנו-טורני - סהרו-ערבי,,,,,248
3,רמות מערב,מלוח מלבין,מצוי,,,אירנו-טורני - סהרו-ערבי,,,,,248
4,נחל כובשים עליון,מלוח מלבין,מצוי,,,אירנו-טורני - סהרו-ערבי,,,,,248
5,"שדרות צה""ל",מלוח מלבין,מצוי,,,אירנו-טורני - סהרו-ערבי,,,,,248
6,כתף באר שבע,מלוח מלבין,מצוי,,,אירנו-טורני - סהרו-ערבי,,,,,248
9,נחל באר שבע מזרח,מלוח מלבין,מצוי,,,אירנו-טורני - סהרו-ערבי,,,,,248
11,פארק נחל באר שבע,מלוח מלבין,מצוי,,,אירנו-טורני - סהרו-ערבי,,,,,248
12,עמק שרה,מלוח מלבין,מצוי,,,אירנו-טורני - סהרו-ערבי,,,,,248
13,עמק שרה דרום,מלוח מלבין,מצוי,,,אירנו-טורני - סהרו-ערבי,,,,,248
14,נחל בקע עליון,מלוח מלבין,מצוי,,,אירנו-טורני - סהרו-ערבי,,,,,248
31,איצטדיון וסרמיל (גן אלזה),מלוח מלבין,מצוי,,,אירנו-טורני - סהרו-ערבי,,,,,248
32,הקניון הקבור,מלוח מלבין,מצוי,,,אירנו-טורני - סהרו-ערבי,,,,,248
34,סובב כפר רפאל,מלוח מלבין,מצוי,,,אירנו-טורני - סהרו-ערבי,,,,,248
35,פארק הדסה,מלוח מלבין,מצוי,,,אירנו-טורני - סהרו-ערבי,,,,,248
37,נחל עולים תחתון,מלוח מלבין,מצוי,,,אירנו-טורני - סהרו-ערבי,,,,,248
38,נחל סוללים עליון,מלוח מלבין,מצוי,,,אירנו-טורני - סהרו-ערבי,,,,,248
39,נחל סוללים תיכון,מלוח מלבין,מצוי,,,אירנו-טורני - סהרו-ערבי,,,,,248
40,נחל סוללים תחתון,מלוח מלבין,מצוי,,,אירנו-טורני - סהרו-ערבי,,,,,248
41,שדות נחל כובשים,מלוח מלבין,מצוי,,,אירנו-טורני - סהרו-ערבי,,,,,248
42,מעלה נחל כובשים,מלוח מלבין,מצוי,,,אירנו-טורני - סהרו-ערבי,,,,,248
45,רמת הבסיס הנטוש,מלוח מלבין,מצוי,,,אירנו-טורני - סהרו-ערבי,,,,,248
54,גן הקומנדו הצרפתי,מלוח מלבין,מצוי,,,אירנו-טורני - סהרו-ערבי,,,,,248
55,בתי הקברות הישנים,מלוח מלבין,מצוי,,,אירנו-טורני - סהרו-ערבי,,,,,248
2,יער דודאים,מלוח הענבות,תדיר,,,אוסטרלי,,,,,247
3,רמות מערב,מלוח הענבות,תדיר,,,אוסטרלי,,,,,247
8,בית הלוחם,מלוח הענבות,תדיר,,,אוסטרלי,,,,,247
9,נחל באר שבע מזרח,מלוח הענבות,תדיר,,,אוסטרלי,,,,,247
10,תל באר שבע,מלוח הענבות,תדיר,,,אוסטרלי,,,,,247
11,פארק נחל באר שבע,מלוח הענבות,תדיר,,,אוסטרלי,,,,,247
16,נחל בקע תחתון,מלוח הענבות,תדיר,,,אוסטרלי,,,,,247
17,שכונת נחל בקע מערב,מלוח הענבות,תדיר,,,אוסטרלי,,,,,247
21,מורד נחל באר שבע,מלוח הענבות,תדיר,,,אוסטרלי,,,,,247
22,בתרונות נאות אילן,מלוח הענבות,תדיר,,,אוסטרלי,,,,,247
33,גן שני אליהו,מלוח הענבות,תדיר,,,אוסטרלי,,,,,247
34,סובב כפר רפאל,מלוח הענבות,תדיר,,,אוסטרלי,,,,,247
38,נחל סוללים עליון,מלוח הענבות,תדיר,,,אוסטרלי,,,,,247
39,נחל סוללים תיכון,מלוח הענבות,תדיר,,,אוסטרלי,,,,,247
40,נחל סוללים תחתון,מלוח הענבות,תדיר,,,אוסטרלי,,,,,247
53,בית קברות בדווי,מלוח הענבות,תדיר,,,אוסטרלי,,,,,247
55,בתי הקברות הישנים,מלוח הענבות,תדיר,,,אוסטרלי,,,,,247
1,גבעות גורל,מחרוזת משונצת,מצוי,,,סהרו-ערבי,,,,,246
6,כתף באר שבע,מחרוזת משונצת,מצוי,,,סהרו-ערבי,,,,,246
9,נחל באר שבע מזרח,מחרוזת משונצת,מצוי,,,סהרו-ערבי,,,,,246
10,תל באר שבע,מחרוזת משונצת,מצוי,,,סהרו-ערבי,,,,,246
11,פארק נחל באר שבע,מחרוזת משונצת,מצוי,,,סהרו-ערבי,,,,,246
17,שכונת נחל בקע מערב,מחרוזת משונצת,מצוי,,,סהרו-ערבי,,,,,246
18,גבעות חבלנים,מחרוזת משונצת,מצוי,,,סהרו-ערבי,,,,,246
19,רמת שעירים,מחרוזת משונצת,מצוי,,,סהרו-ערבי,,,,,246
20,"נחל ב""ש - שוליים דרום מערביים",מחרוזת משונצת,מצוי,,,סהרו-ערבי,,,,,246
21,מורד נחל באר שבע,מחרוזת משונצת,מצוי,,,סהרו-ערבי,,,,,246
29,חורשת לון,מחרוזת משונצת,מצוי,,,סהרו-ערבי,,,,,246
32,הקניון הקבור,מחרוזת משונצת,מצוי,,,סהרו-ערבי,,,,,246
33,גן שני אליהו,מחרוזת משונצת,מצוי,,,סהרו-ערבי,,,,,246
39,נחל סוללים תיכון,מחרוזת משונצת,מצוי,,,סהרו-ערבי,,,,,246
41,שדות נחל כובשים,מחרוזת משונצת,מצוי,,,סהרו-ערבי,,,,,246
43,מורדות נחלי עשן - כובשים,מחרוזת משונצת,מצוי,,,סהרו-ערבי,,,,,246
47,קניון נחל עשן,מחרוזת משונצת,מצוי,,,סהרו-ערבי,,,,,246
48,יער נחל עשן מערב,מחרוזת משונצת,מצוי,,,סהרו-ערבי,,,,,246
53,בית קברות בדווי,מחרוזת משונצת,מצוי,,,סהרו-ערבי,,,,,246
54,גן הקומנדו הצרפתי,מחרוזת משונצת,מצוי,,,סהרו-ערבי,,,,,246
55,בתי הקברות הישנים,מחרוזת משונצת,מצוי,,,סהרו-ערבי,,,,,246
56,בית הקברות הצבאי הבריטי,מחרוזת משונצת,מצוי,,,סהרו-ערבי,,,,,246
57,תחנת הרכבת הטורקית,מחרוזת משונצת,מצוי,,,סהרו-ערבי,,,,,246
42,מעלה נחל כובשים,מלעניאל מצוי,נפוץ,,,אירנו-טורני - סהרו-ערבי,,,,,258
43,מורדות נחלי עשן - כובשים,מלעניאל מצוי,נפוץ,,,אירנו-טורני - סהרו-ערבי,,,,,258
45,רמת הבסיס הנטוש,מלעניאל מצוי,נפוץ,,,אירנו-טורני - סהרו-ערבי,,,,,258
46,יובלי נחל עשן,מלעניאל מצוי,נפוץ,,,אירנו-טורני - סהרו-ערבי,,,,,258
47,קניון נחל עשן,מלעניאל מצוי,נפוץ,,,אירנו-טורני - סהרו-ערבי,,,,,258
48,יער נחל עשן מערב,מלעניאל מצוי,נפוץ,,,אירנו-טורני - סהרו-ערבי,,,,,258
49,נחל עשן מערב,מלעניאל מצוי,נפוץ,,,אירנו-טורני - סהרו-ערבי,,,,,258
50,יער מעלה נחל עשן,מלעניאל מצוי,נפוץ,,,אירנו-טורני - סהרו-ערבי,,,,,258
51,שדות אגן פטיש,מלעניאל מצוי,נפוץ,,,אירנו-טורני - סהרו-ערבי,,,,,258
52,קניון נחל פטיש,מלעניאל מצוי,נפוץ,,,אירנו-טורני - סהרו-ערבי,,,,,258
1,גבעות גורל,מלעניאל קטן-פרחים,תדיר,,,אירנו-טורני,,,,,259
2,יער דודאים,מלעניאל קטן-פרחים,תדיר,,,אירנו-טורני,,,,,259
26,רזרבה קרקעית לבתי הקברות,מלעניאל קטן-פרחים,תדיר,,,אירנו-טורני,,,,,259
52,קניון נחל פטיש,מלענן מנוצה,תדיר,,,אירנו-טורני - סהרו-ערבי,,,,,260
1,גבעות גורל,מנתור מצוי,מצוי,,,ים-תיכוני - אירנו-טורני,,,,,263
2,יער דודאים,מנתור מצוי,מצוי,,,ים-תיכוני - אירנו-טורני,,,,,263
4,נחל כובשים עליון,מנתור מצוי,מצוי,,,ים-תיכוני - אירנו-טורני,,,,,263
19,רמת שעירים,מגלית גדולת-פרחים,תדיר,,,ים-תיכוני - אירנו-טורני,,,,,242
14,נחל בקע עליון,מאירית קצרת-עלים,תדיר,,,אוסטרלי,,,,,241
16,נחל בקע תחתון,מאירית קצרת-עלים,תדיר,,,אוסטרלי,,,,,241
21,מורד נחל באר שבע,מאירית קצרת-עלים,תדיר,,,אוסטרלי,,,,,241
23,מורדות צפוניים נחל באר שבע,מאירית קצרת-עלים,תדיר,,,אוסטרלי,,,,,241
24,שדות חצרים,מאירית קצרת-עלים,תדיר,,,אוסטרלי,,,,,241
33,גן שני אליהו,מאירית קצרת-עלים,תדיר,,,אוסטרלי,,,,,241
42,מעלה נחל כובשים,מאירית קצרת-עלים,תדיר,,,אוסטרלי,,,,,241
36,כפר רפאל והגן הזואולוגי,לשישית הצבעים,נפוץ,,,ים-תיכוני - אירנו-טורני,,,,,240
4,נחל כובשים עליון,לשישית הבוצין,נדיר למדי,,,ים-תיכוני - אירנו-טורני,,,,,239
34,סובב כפר רפאל,לשישית הבוצין,נדיר למדי,,,ים-תיכוני - אירנו-טורני,,,,,239
35,פארק הדסה,לשישית הבוצין,נדיר למדי,,,ים-תיכוני - אירנו-טורני,,,,,239
40,נחל סוללים תחתון,לשישית הבוצין,נדיר למדי,,,ים-תיכוני - אירנו-טורני,,,,,239
42,מעלה נחל כובשים,לשישית הבוצין,נדיר למדי,,,ים-תיכוני - אירנו-טורני,,,,,239
46,יובלי נחל עשן,לשישית הבוצין,נדיר למדי,,,ים-תיכוני - אירנו-טורני,,,,,239
58,גן וינגייט,לשישית הבוצין,נדיר למדי,,,ים-תיכוני - אירנו-טורני,,,,,239
1,גבעות גורל,לשון-פר סמורה,נפוץ,,,ים-תיכוני - אירנו-טורני,,,,,238
2,יער דודאים,לשון-פר סמורה,נפוץ,,,ים-תיכוני - אירנו-טורני,,,,,238
9,נחל באר שבע מזרח,לשון-פר סמורה,נפוץ,,,ים-תיכוני - אירנו-טורני,,,,,238
11,פארק נחל באר שבע,לשון-פר סמורה,נפוץ,,,ים-תיכוני - אירנו-טורני,,,,,238
12,עמק שרה,לשון-פר סמורה,נפוץ,,,ים-תיכוני - אירנו-טורני,,,,,238
14,נחל בקע עליון,לשון-פר סמורה,נפוץ,,,ים-תיכוני - אירנו-טורני,,,,,238
41,שדות נחל כובשים,לשון-פר סמורה,נפוץ,,,ים-תיכוני - אירנו-טורני,,,,,238
42,מעלה נחל כובשים,לשון-פר סמורה,נפוץ,,,ים-תיכוני - אירנו-טורני,,,,,238
46,יובלי נחל עשן,לשון-פר סמורה,נפוץ,,,ים-תיכוני - אירנו-טורני,,,,,238
47,קניון נחל עשן,לשון-פר סמורה,נפוץ,,,ים-תיכוני - אירנו-טורני,,,,,238
48,יער נחל עשן מערב,לשון-פר סמורה,נפוץ,,,ים-תיכוני - אירנו-טורני,,,,,238
50,יער מעלה נחל עשן,לשון-פר סמורה,נפוץ,,,ים-תיכוני - אירנו-טורני,,,,,238
